no,nim,kdjur,nmjur,nem,sks,status,ipk,kdsla,nmsla
1,2.09E+12,71,PENDIDIKAN DOKTER,40.7,2,0,3.19,31851007,"SMA Stella Duce 1, Yogyakarta"
2,2.09E+12,71,PENDIDIKAN DOKTER,48.95,2,0,3.3,27310001,"SMAN 1, Ambon"
3,2.09E+12,71,PENDIDIKAN DOKTER,49,2,0,3.23,31853015,"SMA Citischool (Satria Wacana), Semarang"
4,2.09E+12,71,PENDIDIKAN DOKTER,49.75,2,0,3.4,31875002,"SMAN 1, Samarinda"
6,2.09E+12,71,PENDIDIKAN DOKTER,44.35,3,0,3.3,31843008,"SMA Kristen Bina Bakti 2, Bandung"
8,1.50E+12,51,ILMU HUKUM,42.65,4,0,3.66,31840023,"SMA Ricci 2, Bintaro"
9,3.57E+11,12,AKUNTANSI,43.6,4,0,3.75,31734675,"SMA St. Theresia, H. Agus Salim"
10,2.09E+12,71,PENDIDIKAN DOKTER,47.75,4,0,3.15,8310001,"SMAN 1, Blitar"
11,2.09E+12,71,PENDIDIKAN DOKTER,52.4,4,0,3.4,30610002,"SMAN 5, Jayapura"
15,2.09E+12,71,PENDIDIKAN DOKTER,41.85,6,0,3.14,31862003,"SMA St. Albertus, Malang"
16,3.28E+11,11,MANAJEMEN,42.2,6,0,1.25,1320013,"SMA Global Prestasi, Kalimalang, Bekasi"
17,2.09E+12,71,PENDIDIKAN DOKTER,42.65,6,0,2.79,31713902,"SMA Tirta Marta, Pondok Indah"
18,2.09E+12,71,PENDIDIKAN DOKTER,42.75,6,0,3.3,31710207,"SMAN 70, Bulungan"
19,2.09E+12,71,PENDIDIKAN DOKTER,43.25,6,0,3.06,33320019,"SMA Global Jaya, Tangerang"
20,2.09E+12,71,PENDIDIKAN DOKTER,43.5,6,0,3.32,31840006,"SMAK Penabur Gading Serpong, Tangerang"
21,2.09E+12,71,PENDIDIKAN DOKTER,44.55,6,0,3.3,31842002,"SMA Pelita Harapan, Cikarang"
22,2.09E+12,71,PENDIDIKAN DOKTER,45.75,6,0,3.13,220002,"SMA Islam Al-Izhar, Pondok Labu"
23,2.09E+12,71,PENDIDIKAN DOKTER,45.95,6,0,3.17,31734345,"SMA Perg. Advent 1, Kramat Pulo"
24,2.09E+12,71,PENDIDIKAN DOKTER,46.2,6,0,3.3,31710084,"SMAN 28, Ragunan"
25,2.09E+12,71,PENDIDIKAN DOKTER,46.25,6,0,3.33,24420007,"SMA Islam Athirah, Makassar, Sul-Sel"
26,6.21E+11,21,TEKNIK SIPIL,46.45,6,0,1.53,30820002,"SMA Kalam Kudus, Jayapura"
27,2.09E+12,71,PENDIDIKAN DOKTER,47.1,6,0,3.17,31753886,"SMA Gandhi School, Pangandaran Ancol"
28,2.09E+12,71,PENDIDIKAN DOKTER,47.15,6,0,3.15,31840008,"SMA Dian Harapan, Tangerang"
29,2.09E+12,71,PENDIDIKAN DOKTER,48.5,6,0,3.36,31861005,"SMA Frateran, Surabaya"
30,2.09E+12,71,PENDIDIKAN DOKTER,48.9,6,0,3.57,31862001,"SMA Kolose St. Yusuf, Malang"
31,2.09E+12,71,PENDIDIKAN DOKTER,50.2,6,0,3.3,31862003,"SMA St. Albertus, Malang"
32,2.09E+12,71,PENDIDIKAN DOKTER,50.6,6,0,3.7,31713868,"SMA Lab School, Kebayoran"
33,2.09E+12,71,PENDIDIKAN DOKTER,50.67,6,0,3.24,29420001,"SMA Katolik Giovanni, Kupang"
34,2.09E+12,71,PENDIDIKAN DOKTER,52.4,6,0,3.3,31840006,"SMAK Penabur Gading Serpong, Tangerang"
35,2.09E+12,71,PENDIDIKAN DOKTER,52.6,6,0,3.29,31871001,"SMA Mahatma Gandhi, Bali"
36,2.09E+12,71,PENDIDIKAN DOKTER,52.85,6,0,3.7,31416001,"SMA Xaverius 1, Palembang"
37,6.50E+11,22,ARSITEKTUR,52.85,6,0,2.92,31840006,"SMAK Penabur Gading Serpong, Tangerang"
38,2.09E+12,71,PENDIDIKAN DOKTER,53.1,6,0,3.18,1310003,"PKBM Kartini (Paket C), Bekasi"
39,2.09E+12,71,PENDIDIKAN DOKTER,53.2,6,0,3.67,31861005,"SMA Frateran, Surabaya"
40,2.09E+12,71,PENDIDIKAN DOKTER,53.5,6,0,3.26,31877002,"SMA Rajawali, Ujung Pandang"
41,2.09E+12,71,PENDIDIKAN DOKTER,53.9,6,0,3.34,31861012,"SMA Petra 1, Surabaya"
42,2.09E+12,71,PENDIDIKAN DOKTER,46.85,7,0,3.32,31734345,"SMA Perg. Advent 1, Kramat Pulo"
43,2.09E+12,71,PENDIDIKAN DOKTER,47.05,7,0,3.13,31720264,"SMAN 81, Rawa Mangun"
44,2.09E+12,71,PENDIDIKAN DOKTER,48.8,7,0,3.47,31416001,"SMA Xaverius 1, Palembang"
45,1.59E+13,541,MANAJEMEN PERHOTELAN (D4),48.8,7,0,2.95,31416002,"SMA Xaverius 3, Palembang"
46,3.29E+12,112,MATEMATIKA,52,7,0,3.7,31872003,"SMA St. Petrus, Pontianak"
47,2.09E+12,71,PENDIDIKAN DOKTER,53.7,7,0,3.43,16210001,"SMAN 1, Batam"
51,2.09E+12,71,PENDIDIKAN DOKTER,35.15,8,0,3.08,2020002,"SMA Mardi Yuana, Cianjur"
52,2.09E+12,71,PENDIDIKAN DOKTER,39.45,8,0,3.29,31720264,"SMAN 81, Rawa Mangun"
53,1.50E+12,51,ILMU HUKUM,41.65,8,0,3.58,31723856,"SMA BPSK 1, Pondok Kopi"
54,2.09E+12,71,PENDIDIKAN DOKTER,44.05,8,0,3.7,24420003,"SMA Dian Harapan, Makasar"
55,2.09E+12,71,PENDIDIKAN DOKTER,44.6,8,0,3.42,620020,"SMAK IPEKA, Pluit Jakarta Utara"
56,2.09E+12,71,PENDIDIKAN DOKTER,46.15,8,0,3.38,31854001,"SMA Taruna Nusantara, Magelang"
57,1.50E+12,51,ILMU HUKUM,46.8,8,0,3.68,31412006,"SMA Harapan, Medan"
58,2.09E+12,71,PENDIDIKAN DOKTER,47,8,0,3.23,31743861,"SMA Sang Timur, Kebon Jeruk"
59,1.50E+12,51,ILMU HUKUM,47.2,8,0,3.34,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
60,2.09E+12,71,PENDIDIKAN DOKTER,47.7,8,0,3.57,31734675,"SMA St. Theresia, H. Agus Salim"
61,2.09E+12,71,PENDIDIKAN DOKTER,47.8,8,0,3.3,420009,"SMA Universal School, Kemayoran"
62,2.09E+12,71,PENDIDIKAN DOKTER,49.1,8,0,3.3,23910001,"SMAN 2, Palu"
63,2.09E+12,71,PENDIDIKAN DOKTER,49.2,8,0,3.52,23220003,"SMA Lokon St. Nicolaus, Tomohon, Manado"
64,2.09E+12,71,PENDIDIKAN DOKTER,49.2,8,0,3.39,31753832,"SMA Methodist, Pejagalan"
65,6.50E+11,22,ARSITEKTUR,49.7,8,0,2.37,33320064,"PKBM Technosa, Serpong"
66,2.09E+12,71,PENDIDIKAN DOKTER,49.8,8,0,3.46,31872003,"SMA St. Petrus, Pontianak"
67,2.09E+12,71,PENDIDIKAN DOKTER,49.85,8,0,3.44,31861004,"SMA St. Louis 1, Surabaya"
68,2.09E+12,71,PENDIDIKAN DOKTER,50.7,8,0,3.26,31734345,"SMA Perg. Advent 1, Kramat Pulo"
69,2.09E+12,71,PENDIDIKAN DOKTER,51.2,8,0,3.3,33320017,"SMA Tunas Bangsa, Tangerang"
70,2.09E+12,71,PENDIDIKAN DOKTER,51.5,8,0,3.33,620020,"SMAK IPEKA, Pluit Jakarta Utara"
71,2.09E+12,71,PENDIDIKAN DOKTER,52.4,8,0,3.45,31840025,"SMA Tarakanita 3, Gading Serpong"
72,2.09E+12,71,PENDIDIKAN DOKTER,52.6,8,0,3.29,31871001,"SMA Mahatma Gandhi, Bali"
73,2.09E+12,71,PENDIDIKAN DOKTER,53.95,8,0,3.7,4210001,"SMAN 1, Purwokerto"
74,2.09E+12,71,PENDIDIKAN DOKTER,54.5,8,0,3.26,31871005,"SMA Katolik St. Yoseph, Bali"
75,2.09E+12,71,PENDIDIKAN DOKTER,56.3,8,0,3.38,31871002,"SMAN 1, Bali"
78,1.79E+12,61,SENI MUSIK,35.2,9,0,3.31,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
79,2.09E+12,71,PENDIDIKAN DOKTER,38.4,9,0,3.3,31753787,"SMA Jubele, Sunter Agung"
80,1.79E+12,61,SENI MUSIK,42.1,9,0,3.64,31840001,"SMA Tarsisius Vireta, Tangerang"
81,3.55E+12,121,PSIKOLOGI,43.1,9,0,1.93,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
82,2.09E+12,71,PENDIDIKAN DOKTER,43.1,9,0,3.23,31753787,"SMA Jubele, Sunter Agung"
83,2.09E+12,71,PENDIDIKAN DOKTER,43.5,9,0,3.46,31841002,"SMA Regina Pacis, Bogor"
84,1.21E+12,41,ILMU KOMUNIKASI,43.5,9,0,3.51,33320066,"UPH College, Karawaci"
85,3.28E+11,11,MANAJEMEN,43.75,9,0,3.57,31724061,"SMA Fons Vitae 1, Matraman"
86,2.09E+12,71,PENDIDIKAN DOKTER,43.8,9,0,3.24,31853003,"SMA Kolose Loyola, Semarang"
87,2.09E+12,71,PENDIDIKAN DOKTER,45.35,9,0,3.07,31840008,"SMA Dian Harapan, Tangerang"
88,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,45.5,9,0,3.55,31743827,"SMA San Marino, Kalideres"
89,6.21E+11,21,TEKNIK SIPIL,47.1,9,0,1.06,31412006,"SMA Harapan, Medan"
90,2.09E+12,71,PENDIDIKAN DOKTER,47.15,9,0,3.15,31840008,"SMA Dian Harapan, Tangerang"
91,1.21E+12,41,ILMU KOMUNIKASI,47.3,9,0,3.67,33320066,"UPH College, Karawaci"
92,2.09E+12,71,PENDIDIKAN DOKTER,48.3,9,0,3.43,31744233,"SMAK 1 BPK Penabur, Tanjung Duren"
93,2.09E+12,71,PENDIDIKAN DOKTER,48.5,9,0,3.32,31843004,"SMA St. Aloysius, Bandung"
94,2.09E+12,71,PENDIDIKAN DOKTER,48.5,9,0,3.36,31861005,"SMA Frateran, Surabaya"
95,2.09E+12,71,PENDIDIKAN DOKTER,48.7,9,0,3.34,31853005,"SMA Kebon Dalem, Semarang"
96,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,48.8,9,0,3.77,31843002,"SMAK 2 BPK Penabur, Bandung"
97,1.59E+13,541,MANAJEMEN PERHOTELAN (D4),49.85,9,0,2.73,420017,"PKBM Ristek Nusantara, Cempaka Putih"
98,2.09E+12,71,PENDIDIKAN DOKTER,50.3,9,0,3.43,31415002,"SMA Xaverius, Jambi"
99,1.79E+12,61,SENI MUSIK,51.2,9,0,3.68,13120001,"SMA Sultan Agung, Pematang Siantar - Medan"
100,2.09E+12,71,PENDIDIKAN DOKTER,51.3,9,0,3.46,31415002,"SMA Xaverius, Jambi"
101,2.09E+12,71,PENDIDIKAN DOKTER,51.58,9,0,2.87,220004,"SMA Bina Gama, Kebayoran Lama"
102,2.09E+12,71,PENDIDIKAN DOKTER,52.05,9,0,3.29,16110008,"SMAN 1, Bengkalis"
103,2.09E+12,71,PENDIDIKAN DOKTER,55.35,9,0,3.42,31724423,"SMAK 7 BPK Penabur, Cipinang"
106,2.09E+12,71,PENDIDIKAN DOKTER,40.1,10,0,3.37,33320057,"SMA Bina Nusantara, Serpong"
107,2.09E+12,71,PENDIDIKAN DOKTER,40.15,10,0,3.12,33320007,"SMA Islam Al-Azhar, BSD Serpong"
108,2.09E+12,71,PENDIDIKAN DOKTER,42.9,10,0,3.6,31851002,"SMA Bopkri 1, Yogyakarta"
109,2.09E+12,71,PENDIDIKAN DOKTER,43.5,10,0,3.32,31840006,"SMAK Penabur Gading Serpong, Tangerang"
110,3.57E+11,12,AKUNTANSI,43.6,10,0,3.75,31734675,"SMA St. Theresia, H. Agus Salim"
111,2.09E+12,71,PENDIDIKAN DOKTER,43.65,10,0,3.16,31840005,"SMA St. Laurensia , Tangerang"
112,2.09E+12,71,PENDIDIKAN DOKTER,44.3,10,0,3.08,30810011,"SMAN 1 Biak Kota, Numfar"
113,2.09E+12,71,PENDIDIKAN DOKTER,44.35,10,0,3.3,31843008,"SMA Kristen Bina Bakti 2, Bandung"
114,2.09E+12,71,PENDIDIKAN DOKTER,44.6,10,0,2.97,1320013,"SMA Global Prestasi, Kalimalang, Bekasi"
115,2.09E+12,71,PENDIDIKAN DOKTER,44.9,10,0,3.28,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
116,2.09E+12,71,PENDIDIKAN DOKTER,44.95,10,0,3.48,33320050,"SMA St. John, BSD Tangerang"
117,2.09E+12,71,PENDIDIKAN DOKTER,45.05,10,0,3.2,31840005,"SMA St. Laurensia , Tangerang"
118,2.09E+12,71,PENDIDIKAN DOKTER,45.5,10,0,3.7,31743858,"SMAK 4 BPK Penabur, Kedoya"
119,2.09E+12,71,PENDIDIKAN DOKTER,45.75,10,0,3.13,220002,"SMA Islam Al-Izhar, Pondok Labu"
120,2.09E+12,71,PENDIDIKAN DOKTER,46.08,10,0,3.1,33320010,"SMA Dharma Putra, Tangerang"
121,2.09E+12,71,PENDIDIKAN DOKTER,46.2,10,0,3.3,31710084,"SMAN 28, Ragunan"
122,2.09E+12,71,PENDIDIKAN DOKTER,46.4,10,0,3.11,31220001,"SMA YPPK AGUSTINUS, Sorong"
123,6.21E+11,21,TEKNIK SIPIL,46.45,10,0,1.53,30820002,"SMA Kalam Kudus, Jayapura"
124,2.09E+12,71,PENDIDIKAN DOKTER,46.8,10,0,3.5,31714631,"SMA Gonzaga, Pasar Minggu"
125,2.09E+12,71,PENDIDIKAN DOKTER,46.8,10,0,3.39,33320066,"UPH College, Karawaci"
126,2.09E+12,71,PENDIDIKAN DOKTER,46.9,10,0,3.24,31753855,"SMA Islam Al-Azhar, Pegangsaan Dua"
127,2.09E+12,71,PENDIDIKAN DOKTER,47.05,10,0,3.07,31877002,"SMA Rajawali, Ujung Pandang"
128,2.09E+12,71,PENDIDIKAN DOKTER,47.1,10,0,3.25,620030,"SMAK 6 BPK Penabur, Jakarta Utara"
129,2.09E+12,71,PENDIDIKAN DOKTER,47.8,10,0,3.62,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
130,2.09E+12,71,PENDIDIKAN DOKTER,48,10,0,3.46,31862001,"SMA Kolose St. Yusuf, Malang"
131,2.09E+12,71,PENDIDIKAN DOKTER,48.4,10,0,3.28,31413002,"SMAN 1, Riau"
132,2.09E+12,71,PENDIDIKAN DOKTER,48.6,10,0,3.62,220025,"Mentari International School, Kebayoran Baru"
133,2.09E+12,71,PENDIDIKAN DOKTER,48.7,10,0,3.7,24420003,"SMA Dian Harapan, Makasar"
134,2.09E+12,71,PENDIDIKAN DOKTER,48.7,10,0,3.47,31753886,"SMA Gandhi School, Pangandaran Ancol"
135,2.09E+12,71,PENDIDIKAN DOKTER,48.8,10,0,3.32,31753886,"SMA Gandhi School, Pangandaran Ancol"
136,2.09E+12,71,PENDIDIKAN DOKTER,49,10,0,3.23,31853015,"SMA Citischool (Satria Wacana), Semarang"
137,2.09E+12,71,PENDIDIKAN DOKTER,49,10,0,3.42,7820001,"SMA Petra 5, Surabaya"
138,2.09E+12,71,PENDIDIKAN DOKTER,49.15,10,0,3.51,31710278,"SMAN 82, Jakarta Selatan"
139,2.09E+12,71,PENDIDIKAN DOKTER,49.3,10,0,3.39,31841002,"SMA Regina Pacis, Bogor"
140,2.09E+12,71,PENDIDIKAN DOKTER,49.45,10,0,3.45,220002,"SMA Islam Al-Izhar, Pondok Labu"
141,2.09E+12,71,PENDIDIKAN DOKTER,49.5,10,0,3.44,31861005,"SMA Frateran, Surabaya"
142,2.09E+12,71,PENDIDIKAN DOKTER,49.7,10,0,3.3,31861005,"SMA Frateran, Surabaya"
143,2.09E+12,71,PENDIDIKAN DOKTER,49.75,10,0,3.24,31743819,"SMA Ipeka Puri, Kembangan Selatan"
144,2.09E+12,71,PENDIDIKAN DOKTER,50,10,0,3.64,220002,"SMA Islam Al-Izhar, Pondok Labu"
145,2.09E+12,71,PENDIDIKAN DOKTER,50,10,0,3.21,33320007,"SMA Islam Al-Azhar, BSD Serpong"
146,2.09E+12,71,PENDIDIKAN DOKTER,50.15,10,0,3.5,33320057,"SMA Bina Nusantara, Serpong"
147,2.09E+12,71,PENDIDIKAN DOKTER,50.6,10,0,3.7,31713868,"SMA Lab School, Kebayoran"
148,2.09E+12,71,PENDIDIKAN DOKTER,50.7,10,0,3.4,31840004,"SMA St. Ursula 2, Tangerang"
149,2.09E+12,71,PENDIDIKAN DOKTER,50.7,10,0,3.5,31840005,"SMA St. Laurensia , Tangerang"
150,2.09E+12,71,PENDIDIKAN DOKTER,51.7,10,0,3.72,31843004,"SMA St. Aloysius, Bandung"
151,2.09E+12,71,PENDIDIKAN DOKTER,51.9,10,0,3.46,31841002,"SMA Regina Pacis, Bogor"
152,2.09E+12,71,PENDIDIKAN DOKTER,52,10,0,3.34,31753885,"SMAK 5 BPK Penabur, Kelapa Gading"
153,2.09E+12,71,PENDIDIKAN DOKTER,52.4,10,0,3.3,31840006,"SMAK Penabur Gading Serpong, Tangerang"
154,2.09E+12,71,PENDIDIKAN DOKTER,52.55,10,0,3.75,31710207,"SMAN 70, Bulungan"
155,2.09E+12,71,PENDIDIKAN DOKTER,52.85,10,0,3.7,31416001,"SMA Xaverius 1, Palembang"
156,2.09E+12,71,PENDIDIKAN DOKTER,52.95,10,0,3.17,19120004,"SMA Dharma Bangsa, Lampung"
157,2.09E+12,71,PENDIDIKAN DOKTER,53.1,10,0,3.18,1310003,"PKBM Kartini (Paket C), Bekasi"
158,2.09E+12,71,PENDIDIKAN DOKTER,53.5,10,0,3.52,18910001,"SMAN 1, Belitung"
159,2.09E+12,71,PENDIDIKAN DOKTER,53.95,10,0,3.3,31853006,"SMA Karang Turi, Semarang"
160,2.09E+12,71,PENDIDIKAN DOKTER,55.9,10,0,3.73,31413001,"SMA St. Maria, Riau"
161,2.09E+12,71,PENDIDIKAN DOKTER,56.25,10,0,3.77,31871002,"SMAN 1, Bali"
162,2.09E+12,71,PENDIDIKAN DOKTER,59.6,10,0,3.06,33320050,"SMA St. John, BSD Tangerang"
164,2.09E+12,71,PENDIDIKAN DOKTER,35.15,11,0,3.08,2020002,"SMA Mardi Yuana, Cianjur"
165,2.09E+12,71,PENDIDIKAN DOKTER,38.6,11,0,3.19,220001,"SMA Binus High School, Simpruk"
166,2.09E+12,71,PENDIDIKAN DOKTER,41,11,0,3.63,31840025,"SMA Tarakanita 3, Gading Serpong"
167,2.09E+12,71,PENDIDIKAN DOKTER,41.35,11,0,3.41,31840008,"SMA Dian Harapan, Tangerang"
168,2.09E+12,71,PENDIDIKAN DOKTER,41.5,11,0,3.48,7820014,"SMA Cita Hati, Surabaya"
169,2.09E+12,71,PENDIDIKAN DOKTER,41.75,11,0,3.25,16220001,"SMA Yos Sudarso, Batam"
170,2.09E+12,71,PENDIDIKAN DOKTER,41.85,11,0,3.14,31862003,"SMA St. Albertus, Malang"
171,1.50E+12,51,ILMU HUKUM,41.9,11,0,3.79,1320001,"SMA Dian Harapan, Cikarang"
172,2.09E+12,71,PENDIDIKAN DOKTER,43.2,11,0,3.65,31710207,"SMAN 70, Bulungan"
173,2.09E+12,71,PENDIDIKAN DOKTER,44.05,11,0,3.7,24420003,"SMA Dian Harapan, Makasar"
174,2.09E+12,71,PENDIDIKAN DOKTER,44.3,11,0,3.49,31714631,"SMA Gonzaga, Pasar Minggu"
175,2.09E+12,71,PENDIDIKAN DOKTER,44.4,11,0,3.04,31753787,"SMA Jubele, Sunter Agung"
176,2.09E+12,71,PENDIDIKAN DOKTER,44.55,11,0,3.3,31842002,"SMA Pelita Harapan, Cikarang"
177,2.09E+12,71,PENDIDIKAN DOKTER,44.6,11,0,2.97,1320013,"SMA Global Prestasi, Kalimalang, Bekasi"
178,2.09E+12,71,PENDIDIKAN DOKTER,45.35,11,0,3.44,31724420,"SMA Lab School, Rawamangun"
179,2.09E+12,71,PENDIDIKAN DOKTER,45.95,11,0,3.17,31734345,"SMA Perg. Advent 1, Kramat Pulo"
180,2.09E+12,71,PENDIDIKAN DOKTER,46.2,11,0,3.6,3920003,"SMA Sedes Sapientiae, Jambu"
181,2.09E+12,71,PENDIDIKAN DOKTER,46.25,11,0,3.33,24420007,"SMA Islam Athirah, Makassar, Sul-Sel"
182,2.09E+12,71,PENDIDIKAN DOKTER,46.25,11,0,3.23,31875002,"SMAN 1, Samarinda"
183,2.09E+12,71,PENDIDIKAN DOKTER,46.65,11,0,3.63,31744065,"SMA Bunda Hati Kudus, Jelambar"
184,2.09E+12,71,PENDIDIKAN DOKTER,46.7,11,0,3.32,31840006,"SMAK Penabur Gading Serpong, Tangerang"
185,2.09E+12,71,PENDIDIKAN DOKTER,46.95,11,0,3.21,31861004,"SMA St. Louis 1, Surabaya"
186,6.21E+11,21,TEKNIK SIPIL,47.1,11,0,1.06,31412006,"SMA Harapan, Medan"
187,2.09E+12,71,PENDIDIKAN DOKTER,47.2,11,0,3.53,31713848,"SMA Islam Al-Azhar 2, Pejaten Barat"
188,2.09E+12,71,PENDIDIKAN DOKTER,47.6,11,0,3.28,31415002,"SMA Xaverius, Jambi"
189,2.09E+12,71,PENDIDIKAN DOKTER,47.8,11,0,3.43,31862001,"SMA Kolose St. Yusuf, Malang"
190,2.09E+12,71,PENDIDIKAN DOKTER,47.8,11,0,3.62,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
191,2.09E+12,71,PENDIDIKAN DOKTER,48.1,11,0,3.19,33320066,"UPH College, Karawaci"
192,2.09E+12,71,PENDIDIKAN DOKTER,48.2,11,0,3.32,33320066,"UPH College, Karawaci"
193,2.09E+12,71,PENDIDIKAN DOKTER,48.3,11,0,3.43,31744233,"SMAK 1 BPK Penabur, Tanjung Duren"
194,2.09E+12,71,PENDIDIKAN DOKTER,48.8,11,0,3.47,31416001,"SMA Xaverius 1, Palembang"
195,2.09E+12,71,PENDIDIKAN DOKTER,48.9,11,0,3.37,3220002,"SMA Ignatius Slamet Riyadi, Karawang"
196,2.09E+12,71,PENDIDIKAN DOKTER,48.94,11,0,3.16,29420001,"SMA Katolik Giovanni, Kupang"
197,1.50E+12,51,ILMU HUKUM,49.05,11,0,3.84,33320020,"SMA Budi Luhur, Tangerang"
198,2.09E+12,71,PENDIDIKAN DOKTER,49.25,11,0,3.7,31876001,"SMA Rex Mundi, Manado"
199,2.09E+12,71,PENDIDIKAN DOKTER,49.4,11,0,3.38,31862001,"SMA Kolose St. Yusuf, Malang"
200,2.09E+12,71,PENDIDIKAN DOKTER,49.5,11,0,3.5,31862001,"SMA Kolose St. Yusuf, Malang"
201,2.09E+12,71,PENDIDIKAN DOKTER,49.6,11,0,3.3,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
202,2.09E+12,71,PENDIDIKAN DOKTER,49.9,11,0,3.09,24420001,"SMA Kristen Barana, Ujung Pandang"
203,2.09E+12,71,PENDIDIKAN DOKTER,49.9,11,0,3.7,31853006,"SMA Karang Turi, Semarang"
204,2.09E+12,71,PENDIDIKAN DOKTER,49.95,11,0,3.44,31710207,"SMAN 70, Bulungan"
205,2.09E+12,71,PENDIDIKAN DOKTER,49.95,11,0,3.45,31876001,"SMA Rex Mundi, Manado"
206,2.09E+12,71,PENDIDIKAN DOKTER,50,11,0,3.36,31840006,"SMAK Penabur Gading Serpong, Tangerang"
207,2.09E+12,71,PENDIDIKAN DOKTER,50.05,11,0,3.79,31840006,"SMAK Penabur Gading Serpong, Tangerang"
208,2.09E+12,71,PENDIDIKAN DOKTER,50.2,11,0,3.3,31862003,"SMA St. Albertus, Malang"
209,2.09E+12,71,PENDIDIKAN DOKTER,51.3,11,0,3.23,31713868,"SMA Lab School, Kebayoran"
210,2.09E+12,71,PENDIDIKAN DOKTER,51.4,11,0,3.55,31753889,"SMA St. Yakobus, Pengangsaan"
211,2.09E+12,71,PENDIDIKAN DOKTER,51.6,11,0,3.57,31753832,"SMA Methodist, Pejagalan"
212,2.09E+12,71,PENDIDIKAN DOKTER,51.6,11,0,3.42,31840021,"SMA Mater Dei, Pamulang"
213,2.09E+12,71,PENDIDIKAN DOKTER,51.9,11,0,3.41,31744123,"SMA Kalam Kudus 1, Tangkilio"
214,2.09E+12,71,PENDIDIKAN DOKTER,52,11,0,3.23,220002,"SMA Islam Al-Izhar, Pondok Labu"
215,2.09E+12,71,PENDIDIKAN DOKTER,52.05,11,0,3.41,31871005,"SMA Katolik St. Yoseph, Bali"
216,2.09E+12,71,PENDIDIKAN DOKTER,52.25,11,0,3.63,31412003,"SMAN 1, Medan"
217,2.09E+12,71,PENDIDIKAN DOKTER,52.35,11,0,3.7,31744233,"SMAK 1 BPK Penabur, Tanjung Duren"
218,1.50E+12,51,ILMU HUKUM,52.35,11,0,3.71,31840009,"SMAN 1, Tangerang"
219,2.09E+12,71,PENDIDIKAN DOKTER,52.9,11,0,3.46,31416001,"SMA Xaverius 1, Palembang"
220,2.09E+12,71,PENDIDIKAN DOKTER,52.95,11,0,3.48,31743819,"SMA Ipeka Puri, Kembangan Selatan"
221,2.09E+12,71,PENDIDIKAN DOKTER,53.05,11,0,3.35,33320004,"SMA Harapan Bangsa, Tangerang"
222,2.09E+12,71,PENDIDIKAN DOKTER,53.7,11,0,3.26,24410008,"SMAN 1, Rantepao"
223,2.09E+12,71,PENDIDIKAN DOKTER,53.85,11,0,3.29,31852002,"SMAN 3, Solo"
224,2.09E+12,71,PENDIDIKAN DOKTER,53.9,11,0,3.34,31861012,"SMA Petra 1, Surabaya"
225,2.09E+12,71,PENDIDIKAN DOKTER,54.1,11,0,3.65,31840009,"SMAN 1, Tangerang"
226,2.09E+12,71,PENDIDIKAN DOKTER,54.9,11,0,3.7,31871005,"SMA Katolik St. Yoseph, Bali"
227,2.09E+12,71,PENDIDIKAN DOKTER,56.5,11,0,3.36,28210002,"SMAN 1, Singaraja, Buleleng"
247,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,35.4,12,0,2.4,31743858,"SMAK 4 BPK Penabur, Kedoya"
248,2.41E+12,82,TEKNIK INFORMATIKA,38.55,12,0,3.56,31744976,"SMA Kalam Kudus 3, Green Garden"
249,1.47E+13,501,ILMU KEPERAWATAN,39.05,12,0,3.63,33320037,SMK Bhakti Anindya. Tangerang
250,2.09E+12,71,PENDIDIKAN DOKTER,39.3,12,0,3.18,520025,"SMA Bukit Sion, Jakarta Barat"
251,3.28E+11,11,MANAJEMEN,40.5,12,0,3.7,31744065,"SMA Bunda Hati Kudus, Jelambar"
252,2.41E+12,82,TEKNIK INFORMATIKA,40.7,12,0,3.53,31743855,"SMA Ketapang 2, Kedoya Utara"
253,3.55E+12,121,PSIKOLOGI,41.2,12,0,3.6,620020,"SMAK IPEKA, Pluit Jakarta Utara"
254,2.41E+12,82,TEKNIK INFORMATIKA,41.85,12,0,3.73,31734086,"SMA Budi Mulia, Mangga Besar"
255,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,42.1,12,0,3.47,620020,"SMAK IPEKA, Pluit Jakarta Utara"
256,3.28E+11,11,MANAJEMEN,42.2,12,0,3.52,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
257,2.09E+12,71,PENDIDIKAN DOKTER,42.75,12,0,3.3,31710207,"SMAN 70, Bulungan"
258,1.47E+13,501,ILMU KEPERAWATAN,43.05,12,0,3.48,23220008,"SMA Kristen 2 Binaan Khusus, Tomohon"
259,3.28E+11,11,MANAJEMEN,43.1,12,0,3.62,4220001,"SMA Bruderan, Purwokerto"
