no,nim,kdjur,nmjur,nem,sks,status,ipk,kdsla,nmsla
7875,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,53.25,119,0,3.53,31871001,"SMA Mahatma Gandhi, Bali"
7876,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,53.95,119,0,3.53,31714171,"SMA Islam Al-Azhar 1, Kebayoran Baru"
7877,1.18E+13,408,PENDIDIKAN MATEMATIKA,54,119,0,3.73,19520002,"SMA Immanuel, Pontianak"
7878,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,54,119,0,3.23,31416009,"SMA Kusuma Bangsa, Palembang"
7879,1.00E+12,34,TEKNOLOGI PANGAN,54,119,0,3.93,31743861,"SMA Sang Timur, Kebon Jeruk"
7886,1.79E+12,61,SENI MUSIK,31.95,120,0,3.02,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
7887,3.28E+11,11,MANAJEMEN,36,120,0,2.63,31840002,"SMA Ora Et Labora, BSD Serpong"
7888,3.28E+11,11,MANAJEMEN,37.5,120,0,1.8,31753833,"SMA Katolik Diakonia, Pluit"
7889,3.55E+12,121,PSIKOLOGI,38.3,120,0,3.14,7820014,"SMA Cita Hati, Surabaya"
7890,3.28E+11,11,MANAJEMEN,38.4,120,0,2.78,1320017,"SMA Mahanaim, Bekasi"
7891,3.28E+11,11,MANAJEMEN,39.75,120,0,2.7,120003,"SMA BINA BANGSA, PANTAI INDAH KAPUK, JAKARTA"
7892,1.79E+12,61,SENI MUSIK,40.5,120,0,2.85,31714656,"SMA Bhakti Mulya, Lebak Bulus"
7893,2.38E+12,81,SISTEM INFORMASI,40.7,120,0,2.88,33320017,"SMA Tunas Bangsa, Tangerang"
7894,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,41.4,120,0,2.73,31714275,"SMA PSKD 4, Kebayoran Baru"
7895,2.38E+12,81,SISTEM INFORMASI,41.4,120,0,2.45,31743824,"SMA Katolik Notre Dame, Kembangan"
7896,3.28E+11,11,MANAJEMEN,41.65,120,0,2.9,31851002,"SMA Bopkri 1, Yogyakarta"
7897,2.38E+12,81,SISTEM INFORMASI,41.8,120,0,2.86,31853006,"SMA Karang Turi, Semarang"
7898,1.27E+12,43,HUBUNGAN INTERNASIONAL,41.9,120,0,2.85,31743836,"SMA Dharma Jaya, Jelambar"
7899,3.57E+11,12,AKUNTANSI,42,120,0,3.25,31753889,"SMA St. Yakobus, Pengangsaan"
7900,3.28E+11,11,MANAJEMEN,42.5,120,0,2.59,15910001,"SMAN 1, Lareh Sago Halaban"
7901,3.28E+11,11,MANAJEMEN,42.65,120,0,3.51,620014,"SMA Bunga Hati Bangsa, Jakarta Utara"
7902,3.55E+12,121,PSIKOLOGI,42.8,120,0,3.39,33320066,"UPH College, Karawaci"
7903,1.79E+12,61,SENI MUSIK,43,120,0,3.71,520025,"SMA Bukit Sion, Jakarta Barat"
7904,3.28E+11,11,MANAJEMEN,43.1,120,0,3.17,7820014,"SMA Cita Hati, Surabaya"
7906,1.50E+12,51,ILMU HUKUM,43.45,120,0,2.7,24420003,"SMA Dian Harapan, Makasar"
7907,3.28E+11,11,MANAJEMEN,43.7,120,0,2.9,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
7908,3.57E+11,12,AKUNTANSI,43.8,120,0,3.45,33320066,"UPH College, Karawaci"
7910,2.38E+12,81,SISTEM INFORMASI,43.9,120,0,2.95,31840024,"SMA Stella Maris, BSD Serpong"
7911,1.00E+12,34,TEKNOLOGI PANGAN,43.9,120,0,3.31,33320066,"UPH College, Karawaci"
7912,3.28E+11,11,MANAJEMEN,44.2,120,0,3.42,31840005,"SMA St. Laurensia , Tangerang"
7913,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,44.35,120,0,3.18,31840005,"SMA St. Laurensia , Tangerang"
7914,1.27E+12,43,HUBUNGAN INTERNASIONAL,44.4,120,0,3.26,31710207,"SMAN 70, Bulungan"
7915,3.28E+11,11,MANAJEMEN,44.4,120,0,3.57,31841006,"SMA Kesatuan, Bogor"
7916,3.28E+11,11,MANAJEMEN,44.5,120,0,3.49,1320023,"SMA Don Bosco 3, Cikarang Selatan, Bekasi"
7917,1.79E+12,61,SENI MUSIK,44.55,120,0,2.98,220012,Home Schooling Kak Seto
7918,3.57E+11,12,AKUNTANSI,44.8,120,0,2.64,31710022,"SMAN 3, Setiabudi"
7919,6.50E+11,22,ARSITEKTUR,45.15,120,0,2.91,420027,"SMA Kristen Calvin, Jakarta Pusat"
7920,3.55E+12,121,PSIKOLOGI,45.2,120,0,3.06,33320019,"SMA Global Jaya, Tangerang"
7921,2.41E+12,82,TEKNIK INFORMATIKA,45.25,120,0,2.71,9520001,"SMA St. Paulus, Jember"
7922,3.32E+12,113,BIOLOGI,45.4,120,0,3.39,31840020,"SMA Kanaan, Tangerang"
7923,3.28E+11,11,MANAJEMEN,45.45,120,0,2.74,420025,"PKBM Pelita, Jakarta Pusat"
7924,1.50E+12,51,ILMU HUKUM,45.6,120,0,3.07,1320014,"SMA Pax Patriae, Bekasi"
7925,3.55E+12,121,PSIKOLOGI,46,120,0,2.73,1820004,"SMA Mardi Waluya, Cibinong"
7926,1.00E+12,34,TEKNOLOGI PANGAN,46.2,120,0,3.11,31743862,"SMA Pelita 2, Duri Kepa"
7927,3.28E+11,11,MANAJEMEN,46.3,120,0,3.1,31734256,"SMAK 3 BPK Penabur, Gunung Sahari"
7928,3.28E+11,11,MANAJEMEN,46.4,120,0,3.7,520020,"IPEKA Internasional, Christian School"
7929,3.28E+11,11,MANAJEMEN,46.5,120,0,2.34,31711025,"SMAN, Ciputat"
7930,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,46.6,120,0,3.17,33320004,"SMA Harapan Bangsa, Tangerang"
7931,3.28E+11,11,MANAJEMEN,46.7,120,0,3.08,33320050,"SMA St. John, BSD Tangerang"
7932,3.28E+11,11,MANAJEMEN,46.8,120,0,2.55,4220001,"SMA Bruderan, Purwokerto"
7933,1.79E+12,61,SENI MUSIK,47.15,120,0,3.61,31843008,"SMA Kristen Bina Bakti 2, Bandung"
7934,1.21E+12,41,ILMU KOMUNIKASI,47.2,120,0,3.09,31414001,"SMA St. Yoseph Antonius, Bangka"
7935,9.73E+11,33,TEKNIK INDUSTRI,47.3,120,0,2.73,31844003,"SMAK 1 BPK Penabur, Cirebon"
7936,1.27E+12,43,HUBUNGAN INTERNASIONAL,47.4,120,0,2.57,1320004,"SMA Tunas Jaka Sampurna, Bekasi"
7937,1.27E+12,43,HUBUNGAN INTERNASIONAL,47.6,120,0,3.55,31740133,"SMAN 65, Kebon Jeruk"
7938,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,47.6,120,0,3.24,31753885,"SMAK 5 BPK Penabur, Kelapa Gading"
7939,3.57E+11,12,AKUNTANSI,47.6,120,0,3.53,33320066,"UPH College, Karawaci"
7940,1.50E+12,51,ILMU HUKUM,47.7,120,0,3.17,16220005,"SMA Mondial, Batam"
7941,1.79E+12,61,SENI MUSIK,47.7,120,0,3.34,31840006,"SMAK Penabur Gading Serpong, Tangerang"
7942,3.57E+11,12,AKUNTANSI,47.8,120,0,2.71,33320066,"UPH College, Karawaci"
7943,1.21E+12,41,ILMU KOMUNIKASI,48.2,120,0,2.96,31743825,"SMA Yadika 2, Tegal Alur"
7944,3.28E+11,11,MANAJEMEN,48.3,120,0,3.62,31853006,"SMA Karang Turi, Semarang"
7945,1.21E+12,41,ILMU KOMUNIKASI,48.4,120,0,2.82,14710005,"SMAN 2, Padang"
7946,3.28E+11,11,MANAJEMEN,48.6,120,0,2.76,3210003,"SMAN 1, Cikampek"
7947,9.73E+11,33,TEKNIK INDUSTRI,48.8,120,0,2.65,31840025,"SMA Tarakanita 3, Gading Serpong"
7948,1.21E+12,41,ILMU KOMUNIKASI,48.8,120,0,2.96,31871005,"SMA Katolik St. Yoseph, Bali"
7949,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,48.9,120,0,3.62,18520001,"SMA St. Yosef, Lahat"
7950,3.28E+11,11,MANAJEMEN,48.9,120,0,3.65,31840012,"SMA Islam Village, Tangerang"
7951,6.50E+11,22,ARSITEKTUR,49.05,120,0,2.79,4210001,"SMAN 1, Purwokerto"
7952,3.28E+11,11,MANAJEMEN,49.15,120,0,3.74,31840021,"SMA Mater Dei, Pamulang"
7953,1.50E+12,51,ILMU HUKUM,49.3,120,0,2.87,820006,"SMA Insan Kamil, Bogor"
7954,3.28E+11,11,MANAJEMEN,49.8,120,0,3.57,31413001,"SMA St. Maria, Riau"
7955,3.28E+11,11,MANAJEMEN,49.8,120,0,2.72,31418001,"SMA Xaverius, Tanjung Karang"
7956,1.50E+12,51,ILMU HUKUM,49.8,120,0,3.22,33310024,"SMAN 14, Tangerang"
7957,1.27E+12,43,HUBUNGAN INTERNASIONAL,50,120,0,3.63,31853006,"SMA Karang Turi, Semarang"
7958,1.79E+12,61,SENI MUSIK,50.1,120,0,3.42,31413001,"SMA St. Maria, Riau"
7959,1.50E+12,51,ILMU HUKUM,50.4,120,0,2.83,220012,Home Schooling Kak Seto
7960,1.27E+12,43,HUBUNGAN INTERNASIONAL,50.6,120,0,3.58,33310002,"SMAN 7, Tangerang"
7961,1.50E+12,51,ILMU HUKUM,50.7,120,0,3.43,31743819,"SMA Ipeka Puri, Kembangan Selatan"
7962,9.73E+11,33,TEKNIK INDUSTRI,50.75,120,0,2.95,19120002,"SMA Kristen 1, Metro - Bandar Lampung"
7963,3.29E+12,112,MATEMATIKA,50.8,120,0,3.53,31743819,"SMA Ipeka Puri, Kembangan Selatan"
7964,3.28E+11,11,MANAJEMEN,51.1,120,0,3.54,31852003,"SMA St. Ursulin (SMU Regina Pacis), Solo"
7965,2.38E+12,81,SISTEM INFORMASI,51.4,120,0,3.43,33530001,SMA LUAR NEGERI
7966,3.28E+11,11,MANAJEMEN,51.5,120,0,3.47,31853006,"SMA Karang Turi, Semarang"
7967,3.28E+11,11,MANAJEMEN,51.5,120,0,3.59,31877002,"SMA Rajawali, Ujung Pandang"
7968,1.79E+12,61,SENI MUSIK,51.55,120,0,3.46,320011,"SMA Sevilla School, Pulomas"
7969,1.79E+12,61,SENI MUSIK,51.65,120,0,3.64,12820006,"SMA Methodist, Pematang Siantar"
7970,3.28E+11,11,MANAJEMEN,51.7,120,0,3.62,31872005,"SMA Gembala Baik, Pontianak"
7971,3.57E+11,12,AKUNTANSI,51.9,120,0,3.22,33320006,"SMA Perguruan Buddhi, Tangerang"
7972,3.55E+12,121,PSIKOLOGI,52.1,120,0,2.51,1210001,"SMAN 5, Tasikmalaya"
7973,1.27E+12,43,HUBUNGAN INTERNASIONAL,52.1,120,0,3.68,820023,"SMA Bogor Raya, Bogor"
7974,3.28E+11,11,MANAJEMEN,52.3,120,0,3.47,31861004,"SMA St. Louis 1, Surabaya"
7975,7.09E+11,24,DESAIN INTERIOR,52.95,120,0,3.27,28020002,"SMA Nasional Plus Jembatan Budaya, Bali"
7976,9.73E+11,33,TEKNIK INDUSTRI,53.05,120,0,2.79,31416009,"SMA Kusuma Bangsa, Palembang"
7977,2.41E+12,82,TEKNIK INFORMATIKA,53.3,120,0,3.89,31743824,"SMA Katolik Notre Dame, Kembangan"
7978,3.28E+11,11,MANAJEMEN,53.7,120,0,3.73,31853006,"SMA Karang Turi, Semarang"
7979,3.28E+11,11,MANAJEMEN,54,120,0,3.54,4210001,"SMAN 1, Purwokerto"
7980,3.28E+11,11,MANAJEMEN,54.85,120,0,3.56,420017,"PKBM Ristek Nusantara, Cempaka Putih"
7991,1.47E+13,501,ILMU KEPERAWATAN,32.2,121,0,3.23,19220002,"SMA Lentera Harapan, Lampung Selatan"
7992,1.21E+12,41,ILMU KOMUNIKASI,33.1,121,0,3.61,31745961,"SMK Pelita 4, Duri Utara"
7993,3.55E+12,121,PSIKOLOGI,36.1,121,0,2.75,3920005,"SMA KRISTEN TRI TUNGGAL, SEMARANG"
7994,3.28E+11,11,MANAJEMEN,39.15,121,0,2.8,31743857,"SMA Katolik Abdi Siswa, Duri Kepa"
7995,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,39.4,121,0,3.33,31753841,"SMA Chandra Kusuma, Kapuk Muara"
7997,3.28E+11,11,MANAJEMEN,40.45,121,0,2.45,31753787,"SMA Jubele, Sunter Agung"
7998,3.28E+11,11,MANAJEMEN,40.85,121,0,2.54,620017,SMA Saint Peter School
7999,3.57E+11,12,AKUNTANSI,42,121,0,2.59,31840002,"SMA Ora Et Labora, BSD Serpong"
8000,2.41E+12,82,TEKNIK INFORMATIKA,42,121,0,3.35,33320066,"UPH College, Karawaci"
8001,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,42.3,121,0,2.79,33310003,"SMAN 6, Tangerang"
8002,3.28E+11,11,MANAJEMEN,42.5,121,0,2.64,31840005,"SMA St. Laurensia , Tangerang"
8003,3.28E+11,11,MANAJEMEN,42.65,121,0,2.63,34210001,"PKBM Ki Hajar Dewantara, Batu, Ja-Tim"
8004,3.28E+11,11,MANAJEMEN,42.75,121,0,2.9,520012,"SMA Dian Kasih, Jakarta Barat"
8005,3.28E+11,11,MANAJEMEN,43.6,121,0,2.88,31753888,"SMA Permai, Pluit"
8006,6.50E+11,22,ARSITEKTUR,43.8,121,0,2.82,31710278,"SMAN 82, Jakarta Selatan"
8007,9.00E+12,307,PENDIDIKAN GURU SEKOLAH DASAR,43.9,121,0,2.71,27310009,"SMAN 5, Ambon"
8008,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,44.05,121,0,3.54,31841002,"SMA Regina Pacis, Bogor"
8009,3.28E+11,11,MANAJEMEN,44.1,121,0,2.61,24420003,"SMA Dian Harapan, Makasar"
8010,3.28E+11,11,MANAJEMEN,44.1,121,0,2.5,31871005,"SMA Katolik St. Yoseph, Bali"
8011,3.28E+11,11,MANAJEMEN,44.2,121,0,2.4,31871001,"SMA Mahatma Gandhi, Bali"
8012,3.28E+11,11,MANAJEMEN,44.3,121,0,2.66,220002,"SMA Islam Al-Izhar, Pondok Labu"
8013,3.28E+11,11,MANAJEMEN,44.3,121,0,2.61,31714631,"SMA Gonzaga, Pasar Minggu"
8014,3.32E+12,113,BIOLOGI,44.5,121,0,3.15,33320066,"UPH College, Karawaci"
8015,6.21E+11,21,TEKNIK SIPIL,44.6,121,0,2.84,29420003,"SMA Kristen Mercusuar, Kupang"
8016,1.21E+12,41,ILMU KOMUNIKASI,44.6,121,0,3.03,31862003,"SMA St. Albertus, Malang"
8017,1.79E+12,61,SENI MUSIK,44.6,121,0,2.99,620013,"SMA Mawar Saron, Jakarta Utara"
8018,1.50E+12,51,ILMU HUKUM,44.7,121,0,3.04,220002,"SMA Islam Al-Izhar, Pondok Labu"
8019,3.57E+11,12,AKUNTANSI,44.7,121,0,2.74,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
8020,6.50E+11,22,ARSITEKTUR,45,121,0,2.76,31840008,"SMA Dian Harapan, Tangerang"
8021,9.00E+12,307,PENDIDIKAN GURU SEKOLAH DASAR,45.05,121,0,2.79,30820003,"YPK 1, Biak ( Papua )"
8022,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,45.1,121,0,3.4,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
8023,1.21E+12,41,ILMU KOMUNIKASI,45.1,121,0,2.8,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
8024,6.50E+11,22,ARSITEKTUR,45.1,121,0,2.98,620030,"SMAK 6 BPK Penabur, Jakarta Utara"
8025,9.73E+11,33,TEKNIK INDUSTRI,45.4,121,0,2.97,31840005,"SMA St. Laurensia , Tangerang"
8026,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,45.5,121,0,3.38,31743827,"SMA San Marino, Kalideres"
8027,3.57E+11,12,AKUNTANSI,45.5,121,0,3.22,33320066,"UPH College, Karawaci"
8028,3.28E+11,11,MANAJEMEN,45.9,121,0,3.51,24420003,"SMA Dian Harapan, Makasar"
8029,6.50E+11,22,ARSITEKTUR,45.9,121,0,2.87,31840005,"SMA St. Laurensia , Tangerang"
8030,3.28E+11,11,MANAJEMEN,46,121,0,3.29,31753787,"SMA Jubele, Sunter Agung"
8031,1.50E+12,51,ILMU HUKUM,46,121,0,2.84,31841002,"SMA Regina Pacis, Bogor"
8032,6.50E+11,22,ARSITEKTUR,46,121,0,2.83,31853006,"SMA Karang Turi, Semarang"
8033,1.27E+12,43,HUBUNGAN INTERNASIONAL,46.2,121,0,3.11,31840005,"SMA St. Laurensia , Tangerang"
8034,1.50E+12,51,ILMU HUKUM,46.2,121,0,3.34,33320019,"SMA Global Jaya, Tangerang"
8035,3.28E+11,11,MANAJEMEN,46.3,121,0,2.65,33320019,"SMA Global Jaya, Tangerang"
8036,1.50E+12,51,ILMU HUKUM,46.85,121,0,3.75,31871003,"SMAN 2, Bali"
8037,1.50E+12,51,ILMU HUKUM,47.2,121,0,2.82,31714656,"SMA Bhakti Mulya, Lebak Bulus"
8038,3.28E+11,11,MANAJEMEN,47.6,121,0,3.29,31413001,"SMA St. Maria, Riau"
8039,1.50E+12,51,ILMU HUKUM,47.6,121,0,3.23,31840012,"SMA Islam Village, Tangerang"
8040,3.29E+12,112,MATEMATIKA,47.7,121,0,3.64,31840012,"SMA Islam Village, Tangerang"
8041,3.28E+11,11,MANAJEMEN,47.75,121,0,2.83,31412003,"SMAN 1, Medan"
8042,2.41E+12,82,TEKNIK INFORMATIKA,47.8,121,0,3.31,31743824,"SMA Katolik Notre Dame, Kembangan"
8043,1.50E+12,51,ILMU HUKUM,47.95,121,0,2.6,31418001,"SMA Xaverius, Tanjung Karang"
8044,3.28E+11,11,MANAJEMEN,48,121,0,3.23,31412002,"SMA Sutomo 1, Medan"
8045,3.57E+11,12,AKUNTANSI,48.1,121,0,3.04,31753787,"SMA Jubele, Sunter Agung"
8046,3.28E+11,11,MANAJEMEN,48.4,121,0,1.91,33320004,"SMA Harapan Bangsa, Tangerang"
8047,9.00E+12,307,PENDIDIKAN GURU SEKOLAH DASAR,48.45,121,0,2.85,30610002,"SMAN 5, Jayapura"
8048,1.21E+12,41,ILMU KOMUNIKASI,48.5,121,0,3.43,7310002,"SMAN 6, Yogyakarta"
8049,3.28E+11,11,MANAJEMEN,48.6,121,0,2.72,31853002,"SMA YSKI, Semarang"
8050,1.50E+12,51,ILMU HUKUM,48.6,121,0,2.89,31862006,"SMAN 1, Malang"
8051,3.28E+11,11,MANAJEMEN,48.65,121,0,3.09,31724134,"SMA PGRI 10, Utan Kayu"
8052,1.50E+12,51,ILMU HUKUM,48.7,121,0,3.49,31872003,"SMA St. Petrus, Pontianak"
8053,3.28E+11,11,MANAJEMEN,48.8,121,0,3.01,31840005,"SMA St. Laurensia , Tangerang"
8054,1.27E+12,43,HUBUNGAN INTERNASIONAL,49,121,0,3.62,31724416,"SMA Don Bosco 2, Pulo Mas"
8055,7.38E+11,25,DESAIN PRODUK,49.15,121,0,2.79,33320027,"SMA Citra Kasih, Cimone, Tangerang"
8056,3.28E+11,11,MANAJEMEN,49.3,121,0,3.71,24420003,"SMA Dian Harapan, Makasar"
8057,3.57E+11,12,AKUNTANSI,49.3,121,0,2.97,31871001,"SMA Mahatma Gandhi, Bali"
8058,7.09E+11,24,DESAIN INTERIOR,49.45,121,0,2.79,31416009,"SMA Kusuma Bangsa, Palembang"
8059,2.38E+12,81,SISTEM INFORMASI,49.6,121,0,3.71,31840005,"SMA St. Laurensia , Tangerang"
8060,3.28E+11,11,MANAJEMEN,49.65,121,0,3.83,620029,"SMA Mahatma Gading, Jak-Ut"
8061,3.28E+11,11,MANAJEMEN,49.7,121,0,3.59,31743861,"SMA Sang Timur, Kebon Jeruk"
8062,3.28E+11,11,MANAJEMEN,49.8,121,0,3.73,24420003,"SMA Dian Harapan, Makasar"
8063,3.28E+11,11,MANAJEMEN,49.9,121,0,2.82,31743827,"SMA San Marino, Kalideres"
8064,1.00E+12,34,TEKNOLOGI PANGAN,50.15,121,0,2.78,33320061,"SMA Pahoa, Gading Serpong"
8065,1.27E+12,43,HUBUNGAN INTERNASIONAL,50.3,121,0,3.36,33320061,"SMA Pahoa, Gading Serpong"
8066,3.28E+11,11,MANAJEMEN,50.3,121,0,3.22,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
8067,3.55E+12,121,PSIKOLOGI,50.35,121,0,2.82,33320007,"SMA Islam Al-Azhar, BSD Serpong"
8068,1.00E+12,34,TEKNOLOGI PANGAN,50.4,121,0,3.37,31743819,"SMA Ipeka Puri, Kembangan Selatan"
8069,1.50E+12,51,ILMU HUKUM,50.5,121,0,2.96,23220003,"SMA Lokon St. Nicolaus, Tomohon, Manado"
8070,1.50E+12,51,ILMU HUKUM,50.5,121,0,3.78,420017,"PKBM Ristek Nusantara, Cempaka Putih"
8071,6.50E+11,22,ARSITEKTUR,51,121,0,2.98,31872003,"SMA St. Petrus, Pontianak"
8072,3.28E+11,11,MANAJEMEN,51.1,121,0,2.5,1320016,"SMU PRESIDEN, CIKARANG"
8073,1.21E+12,41,ILMU KOMUNIKASI,51.1,121,0,3.61,28020002,"SMA Nasional Plus Jembatan Budaya, Bali"
8074,3.28E+11,11,MANAJEMEN,51.2,121,0,3.33,33320052,"SMA Pramita, Tangerang"
8075,3.29E+12,112,MATEMATIKA,51.4,121,0,3.69,31872003,"SMA St. Petrus, Pontianak"
8076,3.55E+12,121,PSIKOLOGI,51.6,121,0,2.68,28210001,"SMAN 2, Singaraja"
8077,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,52.1,121,0,3.57,33320027,"SMA Citra Kasih, Cimone, Tangerang"
8078,2.09E+12,71,PENDIDIKAN DOKTER,52.6,121,0,2.26,27310005,"SMAN 2, Ambon"
8079,6.50E+11,22,ARSITEKTUR,52.85,121,0,2.92,31840006,"SMAK Penabur Gading Serpong, Tangerang"
8080,1.27E+12,43,HUBUNGAN INTERNASIONAL,53.1,121,0,3.82,31743819,"SMA Ipeka Puri, Kembangan Selatan"
8081,6.50E+11,22,ARSITEKTUR,53.2,121,0,3.22,31743819,"SMA Ipeka Puri, Kembangan Selatan"
8082,3.28E+11,11,MANAJEMEN,53.35,121,0,3.69,24420003,"SMA Dian Harapan, Makasar"
8083,3.28E+11,11,MANAJEMEN,54.1,121,0,3.24,14520002,"SMA Chandra Kusuma, Deli Serdang"
8084,3.57E+11,12,AKUNTANSI,54.2,121,0,3.05,31416009,"SMA Kusuma Bangsa, Palembang"
8085,3.57E+11,12,AKUNTANSI,54.2,121,0,3.21,33530001,SMA LUAR NEGERI
8086,9.73E+11,33,TEKNIK INDUSTRI,54.6,121,0,3.82,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
8087,2.38E+12,81,SISTEM INFORMASI,55.15,121,0,2.93,6220001,"SMA Keluarga, Kudus"
8088,9.73E+11,33,TEKNIK INDUSTRI,55.3,121,0,3.37,31872005,"SMA Gembala Baik, Pontianak"
8089,2.41E+12,82,TEKNIK INFORMATIKA,55.7,121,0,2.74,31871002,"SMAN 1, Bali"
8102,1.79E+12,61,SENI MUSIK,35.2,122,0,3.31,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
8103,3.28E+11,11,MANAJEMEN,35.7,122,0,2.43,31754091,"SMA Tarakanita 2, Pluit"
8104,1.21E+12,41,ILMU KOMUNIKASI,36.1,122,0,3.22,33320067,"SMK Bonavita, Tangerang"
8105,1.27E+12,43,HUBUNGAN INTERNASIONAL,38.1,122,0,2.62,31743834,"SMA Vianney , Rawa Buaya"
8106,3.28E+11,11,MANAJEMEN,39.15,122,0,2.8,31743857,"SMA Katolik Abdi Siswa, Duri Kepa"
8107,3.28E+11,11,MANAJEMEN,40.75,122,0,2.73,1320001,"SMA Dian Harapan, Cikarang"
8108,3.28E+11,11,MANAJEMEN,41.05,122,0,2.79,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
8109,1.50E+12,51,ILMU HUKUM,41.1,122,0,2.63,810010,"SMAN 78, Bogor"
8110,1.50E+12,51,ILMU HUKUM,41.3,122,0,2.85,31713848,"SMA Islam Al-Azhar 2, Pejaten Barat"
8111,3.32E+12,113,BIOLOGI,41.3,122,0,2.57,620016,"SMU Tunas Gading, jakarta utara"
8112,1.50E+12,51,ILMU HUKUM,41.4,122,0,2.77,33320018,"SMA BKKK Agape, Tangerang"
8114,9.73E+11,33,TEKNIK INDUSTRI,41.75,122,0,2.83,31743860,"SMA Kemurnian 2, Duri Kepa"
8115,1.27E+12,43,HUBUNGAN INTERNASIONAL,42.2,122,0,2.8,31734353,"SMA PSKD 1, Diponegoro"
8116,1.50E+12,51,ILMU HUKUM,42.25,122,0,2.68,31740133,"SMAN 65, Kebon Jeruk"
8117,3.28E+11,11,MANAJEMEN,42.3,122,0,2.79,31753832,"SMA Methodist, Pejagalan"
8118,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,42.7,122,0,2.76,31840002,"SMA Ora Et Labora, BSD Serpong"
8119,1.50E+12,51,ILMU HUKUM,43.1,122,0,2.24,31877004,"SMA Cendrawasih, Ujung Pandang"
8120,1.00E+12,34,TEKNOLOGI PANGAN,43.2,122,0,2.84,31841010,"SMA Madania, Bogor"
8121,1.79E+12,61,SENI MUSIK,43.5,122,0,2.71,31714655,"SMA Don Bosco Seruni, Pondok Indah"
8122,3.28E+11,11,MANAJEMEN,43.7,122,0,3.26,33320019,"SMA Global Jaya, Tangerang"
8123,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,43.8,122,0,2.71,31743824,"SMA Katolik Notre Dame, Kembangan"
8124,3.28E+11,11,MANAJEMEN,43.85,122,0,2.86,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
8125,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,44,122,0,3.35,33320017,"SMA Tunas Bangsa, Tangerang"
8126,3.28E+11,11,MANAJEMEN,44.1,122,0,2.52,31740011,"SMAN 78, Kemanggisan"
8127,2.09E+12,71,PENDIDIKAN DOKTER,44.2,122,0,3.48,33320066,"UPH College, Karawaci"
8128,6.21E+11,21,TEKNIK SIPIL,44.6,122,0,2.84,29420003,"SMA Kristen Mercusuar, Kupang"
8129,1.79E+12,61,SENI MUSIK,44.6,122,0,2.77,31714325,"SMA Tarakanita 1, Kebayoran Baru"
8130,1.50E+12,51,ILMU HUKUM,44.7,122,0,3.27,31714035,"SMA Asisi, Menteng Dalam"
8131,3.28E+11,11,MANAJEMEN,44.7,122,0,2.97,33320050,"SMA St. John, BSD Tangerang"
8132,1.21E+12,41,ILMU KOMUNIKASI,44.75,122,0,2.7,1320013,"SMA Global Prestasi, Kalimalang, Bekasi"
8133,3.57E+11,12,AKUNTANSI,44.8,122,0,2.64,31710022,"SMAN 3, Setiabudi"
8134,3.28E+11,11,MANAJEMEN,45.1,122,0,2.94,31862001,"SMA Kolose St. Yusuf, Malang"
8135,7.09E+11,24,DESAIN INTERIOR,45.15,122,0,2.65,31713902,"SMA Tirta Marta, Pondok Indah"
8136,6.50E+11,22,ARSITEKTUR,45.15,122,0,2.99,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
8137,3.28E+11,11,MANAJEMEN,45.2,122,0,2.81,31753787,"SMA Jubele, Sunter Agung"
8138,7.09E+11,24,DESAIN INTERIOR,45.35,122,0,2.95,31754091,"SMA Tarakanita 2, Pluit"
8139,3.28E+11,11,MANAJEMEN,45.5,122,0,2.47,31872003,"SMA St. Petrus, Pontianak"
8140,3.55E+12,121,PSIKOLOGI,45.65,122,0,3.01,31724416,"SMA Don Bosco 2, Pulo Mas"
8141,1.50E+12,51,ILMU HUKUM,45.7,122,0,3.53,31415002,"SMA Xaverius, Jambi"
